newindex,BaseDateTime,COG,CallSign,Cargo,Draft,Heading,IMO,LAT,LON,Length,MMSI,SOG,Status,VesselName,VesselType,Width,coordinate,datetime,envelope
64,2017-03-11T15:13:48,165.2,,,,511.0,,25.75833,-80.10422,,338228989.0,21.9,,RAMAYA 3,1019.0,,POINT (-80.10422 25.75833),2017-03-11 15:13:48,"POLYGON ((-80.12421999999999 25.73833, -80.08422 25.73833, -80.08422 25.77833, -80.12421999999999 25.77833, -80.12421999999999 25.73833))"
65,2017-03-16T15:10:48,175.5,WCT9890,52.0,4.4,172.0,IMO9103300,25.70433,-80.06867,33.53,366943460.0,8.6,under way using engine,CONDOR,1025.0,12.2,POINT (-80.06867 25.70433),2017-03-16 15:10:48,"POLYGON ((-80.08866999999999 25.68433, -80.04867 25.68433, -80.04867 25.72433, -80.08866999999999 25.72433, -80.08866999999999 25.68433))"
66,2017-03-16T15:10:42,-115.2,ZGBZ4,,4.1,294.0,IMO9643532,26.09227000000001,-80.07349,55.0,319931000.0,6.6,under way using engine,SOVEREIGN,1019.0,10.3,POINT (-80.07349000000001 26.09227000000001),2017-03-16 15:10:42,"POLYGON ((-80.09349 26.07227000000001, -80.05349000000001 26.07227000000001, -80.05349000000001 26.11227000000001, -80.09349 26.11227000000001, -80.09349 26.07227000000001))"
67,2017-03-16T15:09:57,-143.9,WDG9877,,,511.0,,25.71312,-80.08153,26.3,367592070.0,1.3,undefined,III AMIGOS,1019.0,,POINT (-80.08153 25.71312),2017-03-16 15:09:57,"POLYGON ((-80.10153 25.69312, -80.06153 25.69312, -80.06153 25.73312, -80.10153 25.73312, -80.10153 25.69312))"
68,2017-03-16T15:09:06,-144.9,WNFQ,80.0,12.2,345.0,IMO9432218,26.12401,-80.07219,183.0,366495000.0,0.2,at anchor,OVERSEAS CHINOOK,1024.0,32.2,POINT (-80.07219000000001 26.12401),2017-03-16 15:09:06,"POLYGON ((-80.09219 26.10401, -80.05219000000001 26.10401, -80.05219000000001 26.14401, -80.09219 26.14401, -80.09219 26.10401))"
69,2017-03-16T15:10:19,68.0,HO4619,73.0,2.3,73.0,IMO9400966,26.10867,-80.0185,59.74,356449000.0,9.1,under way using engine,SEA EXPRESS II,1004.0,11.89,POINT (-80.0185 26.10867),2017-03-16 15:10:19,"POLYGON ((-80.0385 26.08867, -79.99850000000001 26.08867, -79.99850000000001 26.12867, -80.0385 26.12867, -80.0385 26.08867))"
70,2017-03-16T15:09:38,174.0,WCT9890,52.0,4.4,172.0,IMO9103300,25.70709,-80.06902,33.53,366943460.0,8.5,under way using engine,CONDOR,1025.0,12.2,POINT (-80.06901999999999 25.70709),2017-03-16 15:09:38,"POLYGON ((-80.08901999999999 25.68709, -80.04902 25.68709, -80.04902 25.72709, -80.08901999999999 25.72709, -80.08901999999999 25.68709))"
71,2017-03-16T15:09:10,69.0,HO4619,73.0,2.3,74.0,IMO9400966,26.10767,-80.0215,59.74,356449000.0,9.2,under way using engine,SEA EXPRESS II,1004.0,11.89,POINT (-80.0215 26.10767),2017-03-16 15:09:10,"POLYGON ((-80.0415 26.08767, -80.00150000000001 26.08767, -80.00150000000001 26.12767, -80.0415 26.12767, -80.0415 26.08767))"
72,2017-03-16T15:09:23,2.5,V7ZB6,,,359.0,IMO1011874,25.99638,-80.0846,40.52,538070874.0,7.7,under way using engine,SOFIA,1019.0,8.4,POINT (-80.08459999999999 25.99638),2017-03-16 15:09:23,"POLYGON ((-80.10459999999999 25.97638, -80.0646 25.97638, -80.0646 26.01638, -80.10459999999999 26.01638, -80.10459999999999 25.97638))"
73,2017-03-16T15:10:31,1.2,V7ZB6,,,357.0,IMO1011874,25.99887,-80.08462,40.52,538070874.0,8.0,under way using engine,SOFIA,1019.0,8.4,POINT (-80.08462 25.99887),2017-03-16 15:10:31,"POLYGON ((-80.10462 25.97887, -80.06462000000001 25.97887, -80.06462000000001 26.01887, -80.10462 26.01887, -80.10462 25.97887))"
74,2017-03-16T15:09:35,-173.1,WDC4436,,,511.0,,25.78803,-80.08125,,367024680.0,1.2,,FINISH LINE,,,POINT (-80.08125 25.78803),2017-03-16 15:09:35,"POLYGON ((-80.10124999999999 25.76803, -80.06125 25.76803, -80.06125 25.80803, -80.10124999999999 25.80803, -80.10124999999999 25.76803))"
75,2017-03-20T15:13:03,-184.0,WCU2633,,4.4,186.0,IMO9123568,26.09208,-80.08926,30.48,366693850.0,1.1,undefined,BROWARD,1025.0,12.8,POINT (-80.08926 26.09208),2017-03-20 15:13:03,"POLYGON ((-80.10925999999999 26.07208, -80.06926 26.07208, -80.06926 26.11208, -80.10925999999999 26.11208, -80.10925999999999 26.07208))"
76,2017-03-20T15:13:27,-74.9,KCHV,80.0,12.2,333.0,IMO9353591,26.02704,-80.01856,183.2,366539000.0,13.9,under way using engine,OVERSEAS ANACORTES,1024.0,32.2,POINT (-80.01855999999999 26.02704),2017-03-20 15:13:27,"POLYGON ((-80.03855999999999 26.00704, -79.99856 26.00704, -79.99856 26.04704, -80.03855999999999 26.04704, -80.03855999999999 26.00704))"
77,2017-03-20T15:12:16,7.0,ZCIP2,37.0,3.2,7.0,IMO8987682,26.291999999999998,-80.04283000000002,46.71,319793000.0,11.6,under way using engine,FOCUS,1019.0,8.99,POINT (-80.04283000000002 26.292),2017-03-20 15:12:16,"POLYGON ((-80.06283000000002 26.272, -80.02283000000003 26.272, -80.02283000000003 26.312, -80.06283000000002 26.312, -80.06283000000002 26.272))"
78,2017-03-20T15:12:31,187.5,,,,180.0,,26.10593,-80.04786999999997,,249371000.0,2.6,under way using engine,,,,POINT (-80.04786999999997 26.10593),2017-03-20 15:12:31,"POLYGON ((-80.06786999999997 26.08593, -80.02786999999998 26.08593, -80.02786999999998 26.12593, -80.06786999999997 26.12593, -80.06786999999997 26.08593))"
79,2017-03-20T15:13:42,186.3,,,,180.0,,26.10482,-80.048,,249371000.0,3.4,under way using engine,,,,POINT (-80.048 26.10482),2017-03-20 15:13:42,"POLYGON ((-80.068 26.08482, -80.02800000000001 26.08482, -80.02800000000001 26.12482, -80.068 26.12482, -80.068 26.08482))"
80,2017-03-20T15:13:14,155.9,2IDP7,,,511.0,,26.07225,-80.08881,,235108835.0,5.6,,DAWN CHORUS,,,POINT (-80.08881 26.07225),2017-03-20 15:13:14,"POLYGON ((-80.10880999999999 26.05225, -80.06881 26.05225, -80.06881 26.09225, -80.10880999999999 26.09225, -80.10880999999999 26.05225))"
81,2017-03-20T15:13:19,204.6,J8B5341,79.0,5.9,81.0,IMO9142447,26.1109,-80.07836999999998,98.68,376609000.0,0.4,at anchor,ALLEGRO,1004.0,16.9,POINT (-80.07836999999998 26.1109),2017-03-20 15:13:19,"POLYGON ((-80.09836999999997 26.0909, -80.05836999999998 26.0909, -80.05836999999998 26.1309, -80.09836999999997 26.1309, -80.09836999999997 26.0909))"
82,2017-03-20T15:13:26,7.0,ZCIP2,37.0,3.2,6.0,IMO8987682,26.29583,-80.04233,46.71,319793000.0,11.5,under way using engine,FOCUS,1019.0,8.99,POINT (-80.04233000000001 26.29583),2017-03-20 15:13:26,"POLYGON ((-80.06233 26.27583, -80.02233000000001 26.27583, -80.02233000000001 26.31583, -80.06233 26.31583, -80.06233 26.27583))"
83,2017-03-20T15:12:22,-74.4,KCHV,80.0,12.2,333.0,IMO9353591,26.02315,-80.01654,183.2,366539000.0,14.1,under way using engine,OVERSEAS ANACORTES,1024.0,32.2,POINT (-80.01654000000001 26.02315),2017-03-20 15:12:22,"POLYGON ((-80.03654 26.00315, -79.99654000000001 26.00315, -79.99654000000001 26.04315, -80.03654 26.04315, -80.03654 26.00315))"
84,2017-03-20T15:12:09,0.3,PG3465,,,511.0,,25.96046,-80.061,,244100447.0,2.3,,13 BEAUFORT,,,POINT (-80.06100000000001 25.96046),2017-03-20 15:12:09,"POLYGON ((-80.081 25.94046, -80.04100000000001 25.94046, -80.04100000000001 25.98046, -80.081 25.98046, -80.081 25.94046))"
85,2017-03-20T15:13:18,189.0,WDC3840,50.0,,511.0,,26.1048,-80.04816,12.8,367015090.0,5.9,reserved for future use (10),PILOT NO 5,1005.0,3.7,POINT (-80.04816 26.1048),2017-03-20 15:13:18,"POLYGON ((-80.06815999999999 26.0848, -80.02816 26.0848, -80.02816 26.1248, -80.06815999999999 26.1248, -80.06815999999999 26.0848))"
86,2017-03-20T15:13:39,-58.0,PG3465,,,511.0,,25.96123,-80.0615,,244100447.0,2.2,,13 BEAUFORT,,,POINT (-80.0615 25.96123),2017-03-20 15:13:39,"POLYGON ((-80.08149999999999 25.94123, -80.0415 25.94123, -80.0415 25.98123, -80.08149999999999 25.98123, -80.08149999999999 25.94123))"
87,2017-03-20T15:13:32,-59.5,MSPM8,,2.8,511.0,IMO8985854,26.34912000000001,-80.02946,38.6,235867000.0,10.6,under way using engine,SARITA SI,1019.0,7.3,POINT (-80.02946 26.34912000000001),2017-03-20 15:13:32,"POLYGON ((-80.04946 26.32912000000001, -80.00946 26.32912000000001, -80.00946 26.36912000000001, -80.04946 26.36912000000001, -80.04946 26.32912000000001))"
88,2017-03-20T15:12:02,-194.9,WCU2633,,4.4,190.0,IMO9123568,26.09231,-80.0892,30.48,366693850.0,0.5,undefined,BROWARD,1025.0,12.8,POINT (-80.08920000000001 26.09231),2017-03-20 15:12:02,"POLYGON ((-80.1092 26.07231, -80.06920000000001 26.07231, -80.06920000000001 26.11231, -80.1092 26.11231, -80.1092 26.07231))"
89,2017-03-20T15:12:42,126.5,D5GX2,70.0,10.7,61.0,IMO9362736,26.11942,-80.07796,179.65,636016590.0,0.1,at anchor,MELBOURNE STRAIT,1004.0,27.65,POINT (-80.07796 26.11942),2017-03-20 15:12:42,"POLYGON ((-80.09796 26.09942, -80.05796000000001 26.09942, -80.05796000000001 26.13942, -80.09796 26.13942, -80.09796 26.09942))"
90,2017-03-20T15:12:05,9.3,V7CO3,,1.8,511.0,,26.18736,-80.0514,31.1,538070964.0,18.2,,MR LOUI,,6.86,POINT (-80.0514 26.18736),2017-03-20 15:12:05,"POLYGON ((-80.0714 26.16736, -80.0314 26.16736, -80.0314 26.20736, -80.0714 26.20736, -80.0714 26.16736))"
91,2017-03-20T15:12:21,-63.3,MSPM8,,2.8,511.0,IMO8985854,26.34577,-80.02875,38.6,235867000.0,10.4,under way using engine,SARITA SI,1019.0,7.3,POINT (-80.02875 26.34577),2017-03-20 15:12:21,"POLYGON ((-80.04875 26.32577, -80.00875000000001 26.32577, -80.00875000000001 26.36577, -80.04875 26.36577, -80.04875 26.32577))"
92,2017-03-20T15:13:09,0.1,H9CV,71.0,8.5,45.0,IMO9316098,25.78817,-80.09206,147.87,374855000.0,0.0,at anchor,HAMBURG TRADER,1004.0,23.55,POINT (-80.09206 25.78817),2017-03-20 15:13:09,"POLYGON ((-80.11206 25.76817, -80.07206000000001 25.76817, -80.07206000000001 25.80817, -80.11206 25.80817, -80.11206 25.76817))"
93,2017-03-20T15:12:55,3.3,ZGDC7,,,511.0,,26.38132,-80.02738000000002,,319069300.0,19.2,,RARE DIAMOND,,,POINT (-80.02738000000002 26.38132),2017-03-20 15:12:55,"POLYGON ((-80.04738000000002 26.36132, -80.00738000000003 26.36132, -80.00738000000003 26.40132, -80.04738000000002 26.40132, -80.04738000000002 26.36132))"
94,2017-03-20T15:12:12,63.4,WDC3840,50.0,,511.0,,26.10551,-80.05082,12.8,367015090.0,18.0,reserved for future use (10),PILOT NO 5,1005.0,3.7,POINT (-80.05082 26.10551),2017-03-20 15:12:12,"POLYGON ((-80.07082 26.08551, -80.03082000000001 26.08551, -80.03082000000001 26.12551, -80.07082 26.12551, -80.07082 26.08551))"
95,2017-03-20T15:13:57,2.4,ZGDC7,,,511.0,,26.38673,-80.02693000000002,,319069300.0,19.4,,RARE DIAMOND,,,POINT (-80.02693000000002 26.38673),2017-03-20 15:13:57,"POLYGON ((-80.04693000000002 26.36673, -80.00693000000003 26.36673, -80.00693000000003 26.40673, -80.04693000000002 26.40673, -80.04693000000002 26.36673))"
96,2017-03-20T15:12:16,4.0,MAEV4,,,8.0,IMO9799018,26.5204,-79.99906,,232004141.0,11.8,under way using engine,QUINTA ESSENTIA,1019.0,,POINT (-79.99906 26.5204),2017-03-20 15:12:16,"POLYGON ((-80.01906 26.5004, -79.97906 26.5004, -79.97906 26.5404, -80.01906 26.5404, -80.01906 26.5004))"
97,2017-03-29T22:18:06,185.2,,,,188.0,,26.74378,-79.99421,,366955450.0,6.6,undefined,,,,POINT (-79.99421 26.74378),2017-03-29 22:18:06,"POLYGON ((-80.01420999999999 26.72378, -79.97421 26.72378, -79.97421 26.76378, -80.01420999999999 26.76378, -80.01420999999999 26.72378))"
98,2017-03-29T22:18:00,111.1,HO4770,70.0,2.3,511.0,IMO9489675,26.75429,-79.9955,57.92,356907000.0,8.7,under way using engine,VI-NAIS,1004.0,11.62,POINT (-79.99550000000001 26.75429),2017-03-29 22:18:00,"POLYGON ((-80.0155 26.73429, -79.97550000000001 26.73429, -79.97550000000001 26.77429, -80.0155 26.77429, -80.0155 26.73429))"
99,2017-04-03T20:28:47,181.0,,,,178.0,,25.69602,-80.03860999999998,,369113000.0,9.0,power-driven vessel towing astern,,,,POINT (-80.03860999999998 25.69602),2017-04-03 20:28:47,"POLYGON ((-80.05860999999997 25.67602, -80.01860999999998 25.67602, -80.01860999999998 25.71602, -80.05860999999997 25.71602, -80.05860999999997 25.67602))"
100,2017-04-05T15:14:10,-189.1,,,,511.0,,26.06031,-80.08372,12.8,368926067.0,4.3,,46NS1501,,,POINT (-80.08372 26.06031),2017-04-05 15:14:10,"POLYGON ((-80.10372 26.04031, -80.06372 26.04031, -80.06372 26.08031, -80.10372 26.08031, -80.10372 26.04031))"
101,2017-04-05T15:13:14,-65.4,9V9313,70.0,10.5,164.0,IMO9589762,26.137610000000002,-80.07653,180.0,566126000.0,0.1,at anchor,ORIENT TOKYO,1004.0,29.8,POINT (-80.07653000000001 26.13761),2017-04-05 15:13:14,"POLYGON ((-80.09653 26.11761, -80.05653000000001 26.11761, -80.05653000000001 26.15761, -80.09653 26.15761, -80.09653 26.11761))"
102,2017-04-05T15:13:40,177.6,WDG8193,,,511.0,,25.77755,-80.10978,13.11,367574970.0,6.4,,NAMARA,1019.0,7.2,POINT (-80.10978 25.77755),2017-04-05 15:13:40,"POLYGON ((-80.12978 25.75755, -80.08978 25.75755, -80.08978 25.79755, -80.12978 25.79755, -80.12978 25.75755))"
103,2017-04-05T15:14:08,-184.4,CPB3012,70.0,3.2,511.0,IMO6602513,25.78045,-80.09376999999998,55.07,720892000.0,0.3,moored,VOICI BERNADETTE,1004.0,9.33,POINT (-80.09376999999998 25.78045),2017-04-05 15:14:08,"POLYGON ((-80.11376999999997 25.76045, -80.07376999999998 25.76045, -80.07376999999998 25.80045, -80.11376999999997 25.80045, -80.11376999999997 25.76045))"
104,2017-04-05T15:14:02,130.0,ZCNX8,37.0,3.2,511.0,IMO1008413,26.014879999999998,-80.00177,55.5,319304000.0,12.5,under way using engine,MADSUMMER,1019.0,10.4,POINT (-80.00176999999999 26.01488),2017-04-05 15:14:02,"POLYGON ((-80.02176999999999 25.99488, -79.98177 25.99488, -79.98177 26.03488, -80.02176999999999 26.03488, -80.02176999999999 25.99488))"
105,2017-04-05T15:13:30,-190.6,OWQQ2,70.0,3.7,152.0,IMO8503979,25.77678,-80.1,66.81,219207000.0,0.2,under way using engine,DANICA RAINBOW,1004.0,10.22,POINT (-80.09999999999999 25.77678),2017-04-05 15:13:30,"POLYGON ((-80.11999999999999 25.75678, -80.08 25.75678, -80.08 25.79678, -80.11999999999999 25.79678, -80.11999999999999 25.75678))"
106,2017-04-05T15:14:44,-58.4,D5DC5,70.0,7.4,345.0,IMO9395563,25.67238,-80.02020999999998,139.6,636015840.0,11.9,under way using engine,SEABOARD ATLANTIC,1004.0,22.2,POINT (-80.02020999999998 25.67238),2017-04-05 15:14:44,"POLYGON ((-80.04020999999997 25.65238, -80.00020999999998 25.65238, -80.00020999999998 25.69238, -80.04020999999997 25.69238, -80.04020999999997 25.65238))"
107,2017-04-05T15:14:38,-114.1,3FWP6,79.0,9.3,189.0,IMO9338890,26.11221,-80.07731,190.03,371185000.0,0.7,at anchor,PLUTO LEADER,1004.0,28.2,POINT (-80.07731 26.11221),2017-04-05 15:14:38,"POLYGON ((-80.09730999999999 26.09221, -80.05731 26.09221, -80.05731 26.13221, -80.09730999999999 26.13221, -80.09730999999999 26.09221))"
108,2017-04-05T15:14:39,-173.6,OWQQ2,70.0,3.7,138.0,IMO8503979,25.7767,-80.10007,66.81,219207000.0,0.3,under way using engine,DANICA RAINBOW,1004.0,10.22,POINT (-80.10007 25.7767),2017-04-05 15:14:39,"POLYGON ((-80.12007 25.7567, -80.08007000000001 25.7567, -80.08007000000001 25.7967, -80.12007 25.7967, -80.12007 25.7567))"
109,2017-04-19T22:49:06,169.6,WDB2228,52.0,,511.0,IMO8976463,26.66284000000001,-79.96554,27.43,366873670.0,4.3,restricted maneuverability,RHEA,1025.0,11.03,POINT (-79.96554 26.66284000000001),2017-04-19 22:49:06,"POLYGON ((-79.98554 26.64284000000001, -79.94554000000001 26.64284000000001, -79.94554000000001 26.68284000000001, -79.98554 26.68284000000001, -79.98554 26.64284000000001))"
110,2017-04-19T22:48:37,157.0,J8AZ3,70.0,6.3,113.0,IMO9039028,26.74417,-80.0225,121.2,375903000.0,0.1,at anchor,TROPIC TIDE,1004.0,22.35,POINT (-80.02249999999999 26.74417),2017-04-19 22:48:37,"POLYGON ((-80.04249999999999 26.72417, -80.0025 26.72417, -80.0025 26.76417, -80.04249999999999 26.76417, -80.04249999999999 26.72417))"
111,2017-04-25T20:19:09,-63.9,WDJ7984,,,511.0,,26.252229999999997,-80.02247,12.59,367445110.0,0.5,,KAIHANU,1019.0,7.5,POINT (-80.02247 26.25223),2017-04-25 20:19:09,"POLYGON ((-80.04246999999999 26.23223, -80.00247 26.23223, -80.00247 26.27223, -80.04246999999999 26.27223, -80.04246999999999 26.23223))"
112,2017-04-25T20:18:07,-194.4,WDJ7984,,,511.0,,26.25245,-80.02233000000003,12.59,367445110.0,1.8,,KAIHANU,1019.0,7.5,POINT (-80.02233000000003 26.25245),2017-04-25 20:18:07,"POLYGON ((-80.04233000000002 26.23245, -80.00233000000003 26.23245, -80.00233000000003 26.27245, -80.04233000000002 26.27245, -80.04233000000002 26.23245))"
113,2017-04-25T20:19:18,185.6,,,,511.0,,26.3337,-80.05866,19.11,338181483.0,20.7,,DIGGIN IT 4,1019.0,,POINT (-80.05866 26.3337),2017-04-25 20:19:18,"POLYGON ((-80.07866 26.3137, -80.03866000000001 26.3137, -80.03866000000001 26.3537, -80.07866 26.3537, -80.07866 26.3137))"
114,2017-04-26T20:05:52,188.8,ZCSV8,,,511.0,,26.41212,-80.04029,,319428000.0,7.5,,MAYA RAY,,,POINT (-80.04029 26.41212),2017-04-26 20:05:52,"POLYGON ((-80.06028999999999 26.39212, -80.02029 26.39212, -80.02029 26.43212, -80.06028999999999 26.43212, -80.06028999999999 26.39212))"
115,2017-04-26T20:06:41,-129.7,WDI8512,,,511.0,,26.3303,-80.05502,,367739350.0,29.5,,GRACIE FULLA TRICKS,1019.0,,POINT (-80.05502 26.3303),2017-04-26 20:06:41,"POLYGON ((-80.07501999999999 26.3103, -80.03502 26.3103, -80.03502 26.3503, -80.07501999999999 26.3503, -80.07501999999999 26.3103))"
116,2017-04-26T20:05:37,-131.0,WDI8512,,,511.0,,26.32818,-80.04559,,367739350.0,29.3,,GRACIE FULLA TRICKS,1019.0,,POINT (-80.04559 26.32818),2017-04-26 20:05:37,"POLYGON ((-80.06559 26.30818, -80.02559000000001 26.30818, -80.02559000000001 26.34818, -80.06559 26.34818, -80.06559 26.30818))"
117,2017-04-26T19:55:09,6.8,,,,9.0,,26.509929999999997,-80.02963000000003,,338229553.0,8.9,,,,,POINT (-80.02963000000003 26.50993),2017-04-26 19:55:09,"POLYGON ((-80.04963000000002 26.48993, -80.00963000000003 26.48993, -80.00963000000003 26.52993, -80.04963000000002 26.52993, -80.04963000000002 26.48993))"
118,2017-04-26T19:55:22,193.4,ZCSV8,,,511.0,,26.43345,-80.03625,,319428000.0,7.1,,MAYA RAY,,,POINT (-80.03625 26.43345),2017-04-26 19:55:22,"POLYGON ((-80.05624999999999 26.41345, -80.01625 26.41345, -80.01625 26.45345, -80.05624999999999 26.45345, -80.05624999999999 26.41345))"
119,2017-04-26T19:56:38,-50.0,,,,5.0,,26.51344000000001,-80.0294,,338229553.0,7.9,,,,,POINT (-80.0294 26.51344000000001),2017-04-26 19:56:38,"POLYGON ((-80.04939999999999 26.49344000000001, -80.0094 26.49344000000001, -80.0094 26.53344000000001, -80.04939999999999 26.53344000000001, -80.04939999999999 26.49344000000001))"
120,2017-04-29T15:15:44,114.0,J8B5341,79.0,5.9,145.0,IMO9142447,26.13024,-80.07734,98.68,376609000.0,0.6,under way using engine,ALLEGRO,1004.0,16.9,POINT (-80.07734000000001 26.13024),2017-04-29 15:15:44,"POLYGON ((-80.09734 26.11024, -80.05734000000001 26.11024, -80.05734000000001 26.15024, -80.09734 26.15024, -80.09734 26.11024))"
121,2017-04-29T15:14:29,93.3,V2PR6,70.0,5.5,145.0,IMO9197430,26.111810000000002,-80.07724,86.4,304221000.0,0.3,at anchor,AGENA,1004.0,12.8,POINT (-80.07724 26.11181),2017-04-29 15:14:29,"POLYGON ((-80.09724 26.09181, -80.05724000000001 26.09181, -80.05724000000001 26.13181, -80.09724 26.13181, -80.09724 26.09181))"
122,2017-04-29T15:15:58,33.5,FAB6827,,,511.0,,26.11431,-80.07959,,227226890.0,7.7,,HAPPY DAYS,,,POINT (-80.07959 26.11431),2017-04-29 15:15:58,"POLYGON ((-80.09958999999999 26.09431, -80.05959 26.09431, -80.05959 26.13431, -80.09958999999999 26.13431, -80.09958999999999 26.09431))"
123,2017-05-01T15:13:38,123.3,WDC3840,50.0,,511.0,,26.08484,-80.04071,12.8,367015090.0,7.9,reserved for future use (10),PILOT NO 5,1005.0,3.7,POINT (-80.04071 26.08484),2017-05-01 15:13:38,"POLYGON ((-80.06071 26.06484, -80.02071000000001 26.06484, -80.02071000000001 26.10484, -80.06071 26.10484, -80.06071 26.06484))"
124,2017-05-01T15:14:47,118.2,WDC3840,50.0,,511.0,,26.08391,-80.03788,12.8,367015090.0,8.7,reserved for future use (10),PILOT NO 5,1005.0,3.7,POINT (-80.03788 26.08391),2017-05-01 15:14:47,"POLYGON ((-80.05788 26.06391, -80.01788000000001 26.06391, -80.01788000000001 26.10391, -80.05788 26.10391, -80.05788 26.06391))"
125,2017-05-01T15:13:13,-50.4,WDD5044,37.0,2.1,10.0,IMO9415284,26.419390000000003,-80.03455,48.8,367152910.0,13.7,moored,GALLANT LADY,1019.0,8.8,POINT (-80.03455 26.41939),2017-05-01 15:13:13,"POLYGON ((-80.05454999999999 26.39939, -80.01455 26.39939, -80.01455 26.43939, -80.05454999999999 26.43939, -80.05454999999999 26.39939))"
126,2017-05-01T15:13:16,-53.1,ZGBV3,,2.0,339.0,IMO9632519,26.094260000000002,-80.08839,45.16,319927000.0,13.5,under way using engine,JUST J'S,1019.0,9.08,POINT (-80.08839 26.09426),2017-05-01 15:13:16,"POLYGON ((-80.10839 26.07426, -80.06839000000001 26.07426, -80.06839000000001 26.11426, -80.10839 26.11426, -80.10839 26.07426))"
127,2017-05-01T15:14:45,-139.5,C6BA6,,,511.0,,26.09387000000001,-80.08713,,311000209.0,10.5,,FERRETTI 960,,,POINT (-80.08713 26.09387000000001),2017-05-01 15:14:45,"POLYGON ((-80.10713 26.07387000000001, -80.06713000000001 26.07387000000001, -80.06713000000001 26.11387000000001, -80.10713 26.11387000000001, -80.10713 26.07387000000001))"
128,2017-05-01T15:14:50,-131.6,WDE4432,80.0,12.8,273.0,IMO9408114,26.08151,-80.01435,183.0,367353090.0,9.8,under way using engine,SUNSHINE STATE,1024.0,32.2,POINT (-80.01434999999999 26.08151),2017-05-01 15:14:50,"POLYGON ((-80.03434999999999 26.06151, -79.99435 26.06151, -79.99435 26.10151, -80.03434999999999 26.10151, -80.03434999999999 26.06151))"
129,2017-05-01T15:13:44,-140.9,C6BA6,,,511.0,,26.09382,-80.08384000000002,,311000209.0,11.3,,FERRETTI 960,,,POINT (-80.08384000000002 26.09382),2017-05-01 15:13:44,"POLYGON ((-80.10384000000002 26.07382, -80.06384000000003 26.07382, -80.06384000000003 26.11382, -80.10384000000002 26.11382, -80.10384000000002 26.07382))"
130,2017-05-01T15:14:20,184.3,V7MP7,,,511.0,,26.42737,-80.04145,,538070374.0,15.8,,HUNTRESS,,,POINT (-80.04145 26.42737),2017-05-01 15:14:20,"POLYGON ((-80.06144999999999 26.40737, -80.02145 26.40737, -80.02145 26.44737, -80.06144999999999 26.44737, -80.06144999999999 26.40737))"
131,2017-05-01T15:14:23,4.9,WDD5044,37.0,2.1,8.0,IMO9415284,26.424229999999998,-80.03408,48.8,367152910.0,15.4,moored,GALLANT LADY,1019.0,8.8,POINT (-80.03408 26.42423),2017-05-01 15:14:23,"POLYGON ((-80.05408 26.40423, -80.01408000000001 26.40423, -80.01408000000001 26.44423, -80.05408 26.44423, -80.05408 26.40423))"
132,2017-05-01T15:13:39,-130.6,WDE4432,80.0,12.8,270.0,IMO9408114,26.08097,-80.01083,183.0,367353090.0,10.3,under way using engine,SUNSHINE STATE,1024.0,32.2,POINT (-80.01083 26.08097),2017-05-01 15:13:39,"POLYGON ((-80.03082999999999 26.06097, -79.99083 26.06097, -79.99083 26.10097, -80.03082999999999 26.10097, -80.03082999999999 26.06097))"
133,2017-05-01T15:14:03,-52.0,A8VZ9,70.0,11.5,229.0,IMO9146302,26.14281,-79.95125999999998,188.1,636014698.0,3.0,under way using engine,AGGELIKI P,1004.0,30.0,POINT (-79.95125999999998 26.14281),2017-05-01 15:14:03,"POLYGON ((-79.97125999999997 26.12281, -79.93125999999998 26.12281, -79.93125999999998 26.16281, -79.97125999999997 26.16281, -79.97125999999997 26.12281))"
134,2017-05-02T15:07:56,5.5,ZGFG5,,,2.0,,26.38469000000001,-80.02257,,319089900.0,11.4,under way using engine,ACALA,1019.0,,POINT (-80.02257 26.38469000000001),2017-05-02 15:07:56,"POLYGON ((-80.04257 26.36469000000001, -80.00257000000001 26.36469000000001, -80.00257000000001 26.40469000000001, -80.04257 26.40469000000001, -80.04257 26.36469000000001))"
135,2017-05-02T15:08:04,-125.6,4RBT,71.0,9.9,277.0,IMO9431331,26.06782,-79.93825,160.84,417222333.0,13.3,under way using engine,MERCS JAFFNA,1004.0,25.0,POINT (-79.93825 26.06782),2017-05-02 15:08:04,"POLYGON ((-79.95824999999999 26.04782, -79.91825 26.04782, -79.91825 26.08782, -79.95824999999999 26.08782, -79.95824999999999 26.04782))"
136,2017-05-02T15:07:15,82.1,CFK5073,,,511.0,,25.77308,-80.00764000000002,11.77,316026271.0,3.9,,NARVAL,1019.0,,POINT (-80.00764000000002 25.77308),2017-05-02 15:07:15,"POLYGON ((-80.02764000000002 25.75308, -79.98764000000003 25.75308, -79.98764000000003 25.79308, -80.02764000000002 25.79308, -80.02764000000002 25.75308))"
137,2017-05-02T15:07:55,195.8,WBN4383,52.0,5.2,191.0,IMO7390909,26.4507,-79.93675999999998,41.46,366887190.0,4.8,under way using engine,WARRIOR,1025.0,11.13,POINT (-79.93675999999998 26.4507),2017-05-02 15:07:55,"POLYGON ((-79.95675999999997 26.4307, -79.91675999999998 26.4307, -79.91675999999998 26.4707, -79.95675999999997 26.4707, -79.95675999999997 26.4307))"
